id,latitude,longitude,date
501841,49.366949,5.891198,2021-05-25
501842,49.366949,5.891198,2021-05-25
501843,48.937585,6.113954,2021-05-25
501844,48.937585,6.113954,2021-05-25
501845,48.937585,6.113954,2021-05-20
501846,48.937585,6.113954,2021-05-20
501847,48.651079,5.871263,2021-07-07
501848,48.651079,5.871263,2021-07-07
501849,48.545392,5.908144,2021-05-20
501850,48.545392,5.908144,2021-05-20
501851,48.779856,6.145511,2021-05-20
501852,48.779856,6.145511,2021-05-20
501853,48.468331,6.322902,2021-04-30
501854,48.468331,6.322902,2021-04-30
501855,48.468331,6.322902,2021-04-30
501856,48.468331,6.322902,2021-04-30
501857,48.735001,6.167017,2021-05-11
501858,48.567491,6.499564,2020-07-17
501859,48.600135,6.439919,2020-07-29
501860,48.528022,5.897909,2020-10-15
501861,48.611865,6.651412,2020-07-29
501862,48.519024,6.632634,2020-07-28
501863,48.611865,6.651412,2020-07-29
501864,48.529466,6.541528,2020-07-30
501865,48.529466,6.541528,2020-07-30
501866,48.58364,6.650546,2020-07-29
501867,48.58364,6.650546,2020-07-29
501868,48.567491,6.499564,2020-07-17
501869,48.596794,6.529493,2020-07-29
501870,48.506082,6.62415,2020-07-30
501871,48.506082,6.62415,2020-07-30
501872,48.528566,6.741191,2020-07-30
501873,48.528566,6.741191,2020-07-30
501874,48.444032,6.735212,2020-09-01
501875,48.444032,6.735212,2020-09-01
501876,48.52959,6.44907,2020-07-29
501877,48.52959,6.44907,2020-07-29
501878,48.473567,6.691154,2020-09-01
501879,49.429157,5.930792,2019-08-16
501880,48.473567,6.691154,2020-09-01
501881,48.481303,6.732776,2020-08-18
501882,48.481303,6.732776,2020-08-18
501883,49.366657,5.905749,2019-08-16
501884,48.645809,6.180104,2018-03-26
501885,49.429157,5.930792,2019-08-16
501886,48.690281,6.175165,2018-02-16
501887,48.687977,6.177347,2018-03-26
501888,48.687977,6.177347,2018-03-26
501889,48.687977,6.177347,2018-03-26
501890,48.687977,6.177347,2018-03-26
501891,48.687977,6.177347,2018-03-26
501892,48.687977,6.177347,2018-03-26
501893,48.687977,6.177347,2018-03-26
501894,48.687977,6.177347,2018-03-26
501895,48.687977,6.177347,2018-03-26
501896,48.690281,6.175165,2018-02-16
501897,48.690281,6.175165,2018-02-19
501898,48.690281,6.175165,2018-02-16
501899,48.690281,6.175165,2018-02-16
501900,48.686047,6.17407,2018-02-16
501901,48.690281,6.175165,2018-02-16
501902,48.690281,6.175165,2018-02-16
501903,48.689762,6.173022,2018-08-10
501904,48.689762,6.173022,2018-08-10
501905,48.694878,6.196215,2018-02-15
501906,48.694878,6.196215,2018-02-15
501907,48.702408,6.225206,2018-02-16
501908,48.702408,6.225206,2018-02-16
501909,48.694763,6.209852,2019-08-08
501910,48.694763,6.209852,2019-08-08
501911,48.645809,6.180104,2018-03-26
501912,49.415974,5.902419,2019-08-16
501913,48.687977,6.177347,2018-03-26
501914,48.690281,6.175165,2018-02-19
501915,48.686047,6.17407,2018-02-16
501916,48.699406,6.133857,2019-02-05
501917,48.686047,6.17407,2019-04-17
501918,49.415974,5.902419,2019-08-16
501919,49.293346,5.741943,2019-08-16
501920,49.293346,5.741943,2019-08-16
501921,49.327763,5.834023,2019-08-16
501922,49.327763,5.834023,2019-08-16
501923,49.324322,5.930843,2019-08-16
501924,48.883568,6.052047,2019-08-09
501925,48.883568,6.052047,2019-08-09
501926,48.842911,6.068884,2019-08-08
501927,48.842911,6.068884,2019-08-08
501928,48.699406,6.133857,2019-02-05
501929,49.324322,5.930843,2019-08-16
501930,48.69315,6.199602,2018-12-20
501931,48.702171,6.250865,2018-05-15
501932,48.686047,6.17407,2018-02-16
501933,48.69315,6.199602,2018-12-20
501934,48.686047,6.17407,2019-04-17
501935,48.686047,6.17407,2018-02-16
501936,48.702171,6.250865,2018-05-15
501937,48.707504,6.252662,2019-02-28
501938,48.658569,6.22903,2019-03-25
501939,48.658569,6.22903,2019-03-25
501940,48.698059,6.142407,2019-03-25
501941,48.698059,6.142407,2019-03-25
501942,45.62793,-1.050769,2020-09-29
501943,45.64539,-1.060593,2020-09-29
501944,45.62793,-1.050769,2020-09-29
501945,45.62793,-1.050769,2020-09-29
501946,45.869989,-0.31735,2021-01-15
501947,46.183592,-1.392039,2020-10-14
501948,46.183592,-1.392039,2020-10-14
501949,45.64539,-1.060593,2020-09-29
501950,45.64539,-1.060593,2020-09-29
501951,45.972849,-1.351954,2020-10-14
501952,45.480921,-0.568038,2021-02-17
501953,45.480921,-0.568038,2021-02-17
501954,45.480921,-0.568038,2021-02-17
501955,45.972849,-1.351954,2020-10-14
501956,45.972849,-1.351954,2020-10-14
501957,46.188736,-1.064226,2020-08-20
501958,45.869989,-0.31735,2021-01-15
501959,46.188736,-1.064226,2020-08-20
501960,45.869989,-0.31735,2021-01-15
501961,45.8611,-0.838119,2021-02-15
501962,45.941801,-1.30677,2021-01-15
501963,45.941801,-1.30677,2021-01-15
501964,45.691602,-1.178706,2021-02-16
501965,46.200984,-1.367359,2020-08-21
501966,45.898288,-0.955017,2021-02-15
501967,45.898288,-0.955017,2021-02-15
501968,45.898288,-0.955017,2021-02-15
501969,45.8611,-0.838119,2021-02-15
501970,45.8611,-0.838119,2021-02-15
501971,45.527902,-0.303649,2021-01-14
501972,45.527902,-0.303649,2021-01-14
501973,45.527902,-0.303649,2021-01-14
501974,45.568583,-0.678903,2021-02-15
501975,45.568583,-0.678903,2021-02-15
501976,45.568583,-0.678903,2021-02-15
501977,45.157408,-0.013245,2021-01-14
501978,45.157408,-0.013245,2021-01-14
501979,45.157408,-0.013245,2021-01-14
501980,45.941801,-1.30677,2021-01-15
501981,46.188736,-1.064226,2020-08-20
501982,45.577977,-0.548559,2020-05-28
501983,46.200984,-1.367359,2020-08-21
501984,46.200984,-1.367359,2020-08-21
501985,46.185988,-1.116179,2020-06-18
501986,46.159822,-1.276077,2020-06-08
501987,46.159822,-1.276077,2020-06-08
501988,46.159822,-1.276077,2020-06-08
501989,45.577977,-0.548559,2020-05-28
501990,45.691602,-1.178706,2021-02-16
501991,45.577977,-0.548559,2020-05-28
501992,45.747971,-0.663373,2020-06-08
501993,45.243315,-0.272705,2020-05-28
501994,45.243315,-0.272705,2020-05-28
501995,45.243315,-0.272705,2020-05-28
501996,46.104744,-0.752427,2020-05-28
501997,46.104744,-0.752427,2020-05-28
501998,46.104744,-0.752427,2020-05-28
501999,45.676244,-0.925464,2020-05-28
502000,45.676244,-0.925464,2020-05-28
502001,45.676244,-0.925464,2020-05-28
502002,46.185988,-1.116179,2020-06-18
502003,46.185988,-1.116179,2020-06-18
502004,45.94568,-0.517812,2020-06-18
502005,45.624614,-1.029349,2020-08-25
502006,45.373002,-0.569505,2021-02-10
502007,45.373002,-0.569505,2020-08-25
502008,45.373002,-0.569505,2020-08-25
502009,45.943879,-0.892793,2020-09-11
502010,45.943879,-0.892793,2020-08-21
502011,45.943879,-0.892793,2020-08-21
502012,45.624614,-1.029349,2020-08-25
502013,45.624614,-1.029349,2020-08-25
502014,45.94568,-0.517812,2020-06-18
502015,46.152379,-1.094403,2020-08-20
502016,46.152379,-1.094403,2020-08-20
502017,46.152379,-1.094403,2020-08-20
502018,45.91099,-1.265068,2020-06-18
502019,45.91099,-1.265068,2020-06-18
502020,45.91099,-1.265068,2020-06-18
502021,45.94568,-0.517812,2020-06-18
502022,45.691602,-1.178706,2021-02-16
502023,46.183592,-1.392039,2020-10-14
502024,45.886536,-1.194709,2021-02-16
502025,45.700818,-0.779485,2022-01-11
502026,45.700818,-0.779485,2022-01-11
502027,45.817534,-0.505448,2022-05-19
502028,45.817534,-0.505448,2022-05-19
502029,45.817534,-0.505448,2022-05-19
502030,45.764361,-0.496067,2022-03-09
502031,45.764361,-0.496067,2022-03-09
502032,45.764361,-0.496067,2022-03-09
502033,45.774072,-0.422257,2021-11-10
502034,45.774072,-0.422257,2021-11-10
502035,45.774072,-0.422257,2021-11-10
502036,45.948627,-0.529733,2021-12-03
502037,45.948627,-0.529733,2021-12-03
502038,45.948627,-0.529733,2021-12-03
502039,45.940547,-0.510211,2021-12-03
502040,45.940547,-0.510211,2021-12-03
502041,45.940547,-0.510211,2021-12-03
502042,45.717543,-0.556037,2021-10-28
502043,45.700818,-0.779485,2022-01-11
502044,45.620421,-1.033112,2022-06-15
502045,45.717543,-0.556037,2021-10-28
502046,45.620421,-1.033112,2022-06-15
502047,45.886536,-1.194709,2021-02-16
502048,46.027521,-1.378539,2023-02-13
502049,46.027521,-1.378539,2023-02-13
502050,45.666839,-0.929732,2022-06-27
502051,45.666839,-0.929732,2022-06-27
502052,45.67263,-1.01114,2022-12-08
502053,45.67263,-1.01114,2022-12-08
502054,45.67263,-1.01114,2022-12-08
502055,46.19102,-1.33143,2022-06-29
502056,46.19102,-1.33143,2022-06-29
502057,46.19102,-1.33143,2022-06-29
502058,46.14952,-1.06977,2022-09-26
502059,46.14952,-1.06977,2022-09-26
502060,46.14952,-1.06977,2022-09-26
502061,45.62523,-1.018217,2021-12-14
502062,45.62523,-1.018217,2021-12-14
502063,45.620421,-1.033112,2022-06-15
502064,45.717543,-0.556037,2021-10-28
502065,45.62523,-1.018217,2021-12-14
502066,45.284856,-0.406388,2021-10-19
502067,46.300894,-1.096399,2021-06-29
502068,46.08067,-1.079027,2022-03-01
502069,46.08067,-1.079027,2022-03-01
502070,46.08067,-1.079027,2022-03-01
502071,45.740856,-0.813299,2021-04-29
502072,45.740856,-0.813299,2021-04-29
502073,45.740856,-0.813299,2021-04-29
502074,45.768927,-1.142896,2021-04-15
502075,45.768927,-1.142896,2021-04-15
502076,45.768927,-1.142896,2021-04-15
502077,46.019559,-0.345935,2021-06-29
502078,46.019559,-0.345935,2021-06-29
502079,45.876197,-0.678354,2021-04-15
502080,45.876197,-0.678354,2021-04-15
502081,45.876197,-0.678354,2021-04-15
502082,46.193318,-1.188403,2021-03-29
502083,45.284856,-0.406388,2021-10-19
502084,45.886536,-1.194709,2021-02-16
502085,46.300894,-1.096399,2021-06-29
502086,46.019559,-0.345935,2021-06-29
502087,46.300894,-1.096399,2021-06-29
502088,46.114931,-0.936192,2021-10-12
502089,45.944355,-0.96002,2021-10-12
502090,45.284856,-0.406388,2021-10-19
502091,45.944355,-0.96002,2021-10-12
502092,46.224022,-1.432498,2021-10-28
502093,45.944355,-0.96002,2021-10-12
502094,45.934373,-0.958623,2022-02-02
502095,45.934373,-0.958623,2022-02-02
502096,46.114931,-0.936192,2021-10-12
502097,45.934373,-0.958623,2022-02-02
502098,46.114931,-0.936192,2021-10-12
502099,46.155851,-1.317532,2021-10-13
502100,46.224022,-1.432498,2021-10-28
502101,46.155851,-1.317532,2021-10-13
502102,46.224022,-1.432498,2021-10-28
502103,46.155851,-1.317532,2021-10-13
502104,47.790567,3.67124,2021-04-08
502105,48.973415,2.312299,2022-05-05
502106,48.943852,2.151554,2022-05-18
502107,48.873871,2.235762,2022-05-21
502108,48.873871,2.235762,2022-05-21
502109,48.861252,2.224059,2022-04-06
502110,48.861252,2.224059,2022-04-06
502111,48.999316,2.321968,2022-04-29
502112,48.87125,2.22766,2022-04-06
502113,48.87125,2.22766,2022-04-06
502114,48.877078,2.243501,2022-04-06
502115,48.999316,2.321968,2022-04-29
502116,48.943852,2.151554,2022-05-18
502117,48.883089,2.232948,2022-05-24
502118,48.877078,2.243501,2022-04-06
502119,48.895792,2.526659,2022-04-01
502120,48.895792,2.526659,2022-04-01
502121,48.839452,2.549201,2023-01-11
502122,48.839452,2.549201,2023-01-11
502123,48.883089,2.232948,2022-05-24
502124,49.050178,2.444934,2022-03-15
502125,49.050178,2.444934,2022-03-15
502126,48.754676,2.21486,2022-03-10
502127,49.079916,2.353092,2022-02-25
502128,48.988914,2.319999,2022-06-27
502129,49.079916,2.353092,2022-02-25
502130,48.754676,2.21486,2022-03-10
502131,48.973415,2.312299,2022-05-05
502132,48.827704,2.181596,2022-06-09
502133,48.988914,2.319999,2022-06-27
502134,48.95965,2.284159,2022-04-06
502135,48.812103,2.371545,2022-05-18
502136,48.812103,2.371545,2022-05-18
502137,48.924688,2.259156,2021-08-24
502138,48.870292,2.486329,2022-05-20
502139,48.870292,2.486329,2022-05-20
502140,48.915111,2.253396,2022-06-12
502141,48.915111,2.253396,2022-06-12
502142,48.822302,2.194656,2022-06-09
502143,48.822302,2.194656,2022-06-09
502144,48.827704,2.181596,2022-06-09
502145,48.827427,2.184659,2022-06-23
502146,48.827427,2.184659,2022-06-15
502147,48.821396,2.179316,2022-06-15
502148,48.821396,2.179316,2022-06-15
502149,48.811271,2.044941,2022-05-19
502150,48.811271,2.044941,2022-05-23
502151,48.945741,2.250294,2022-03-29
502152,48.945741,2.250294,2022-03-29
502153,48.795472,2.313771,2022-05-18
502154,48.795472,2.313771,2022-05-18
502155,48.798756,2.317675,2022-05-18
502156,48.798756,2.317675,2022-05-18
502157,48.965992,2.284068,2022-05-18
502158,48.965992,2.284068,2022-05-18
502159,48.95965,2.284159,2022-04-06
502160,48.924688,2.259156,2021-08-25
502161,48.807196,2.37586,2021-11-19
502162,48.924688,2.259156,2021-08-23
502163,48.883921,2.236634,2021-11-25
502164,48.976697,2.370779,2021-11-23
502165,48.976697,2.370779,2021-11-23
502166,48.980861,2.383546,2021-11-25
502167,48.980861,2.383546,2021-11-25
502168,48.817419,2.37428,2021-11-17
502169,48.817419,2.37428,2021-11-17
502170,48.812972,2.389021,2021-11-19
502171,48.812972,2.389021,2021-11-19
502172,48.807196,2.37586,2021-11-19
502173,48.81043,2.3851,2021-11-19
502174,48.81043,2.3851,2021-11-19
502175,48.950792,2.601128,2021-11-17
502176,48.950792,2.601128,2021-11-17
502177,48.953031,2.612862,2021-11-18
502178,48.953031,2.612862,2021-11-18
502179,49.002593,2.471163,2021-11-17
502180,49.002593,2.471163,2021-11-17
502181,49.049662,2.451673,2021-11-17
502182,49.049662,2.451673,2021-11-17
502183,48.927836,2.25284,2021-08-18
502184,48.927836,2.25284,2021-08-18
502185,48.927836,2.25284,2021-08-18
502186,48.927836,2.25284,2021-08-18
502187,48.927836,2.25284,2021-08-18
502188,48.814589,2.399729,2022-05-25
502189,48.883921,2.236634,2021-11-25
502190,48.729206,2.542244,2021-11-25
502191,48.924688,2.259156,2021-08-24
502192,48.729206,2.542244,2021-11-25
502193,48.924688,2.259156,2021-08-24
502194,48.924688,2.259156,2021-08-24
502195,48.829448,2.566347,2022-01-03
502196,48.829448,2.566347,2022-01-03
502197,48.847681,2.549687,2022-02-18
502198,48.847681,2.549687,2022-02-18
502199,48.803085,2.011658,2022-01-03
502200,48.803085,2.011658,2022-01-03
502201,48.868305,2.225601,2021-12-16
502202,48.868305,2.225601,2021-12-16
502203,48.874264,2.227553,2021-12-22
502204,48.874264,2.227553,2021-12-22
502205,48.799087,2.535132,2022-04-07
502206,48.799087,2.535132,2022-06-07
502207,48.799087,2.535132,2022-03-08
502208,48.799087,2.535132,2022-03-09
502209,48.799087,2.535132,2022-06-07
502210,48.948752,2.257649,2021-11-23
502211,48.948752,2.257649,2021-11-23
502212,48.947107,2.239076,2021-11-23
502213,48.947107,2.239076,2021-11-23
502214,48.940484,2.247911,2021-11-23
502215,48.940484,2.247911,2021-11-23
502216,48.957323,2.287242,2021-11-23
502217,48.957323,2.287242,2021-11-23
502218,48.814589,2.399729,2022-05-25
502219,48.965775,2.209218,2023-02-07
502220,48.866405,2.642961,2022-05-20
502221,48.914985,2.484081,2022-11-30
502222,48.947895,2.141711,2022-12-01
502223,48.873308,2.640491,2022-11-22
502224,48.873308,2.640491,2022-11-22
502225,48.760628,2.330149,2022-11-15
502226,48.760628,2.330149,2022-11-15
502227,48.869794,2.640961,2022-11-09
502228,48.869794,2.640961,2022-11-09
502229,49.031974,2.47388,2022-10-24
502230,49.031974,2.47388,2022-10-24
502231,49.02965,2.457298,2022-10-24
502232,49.02965,2.457298,2022-10-24
502233,48.871722,2.484066,2022-10-13
502234,48.871722,2.484066,2022-10-13
502235,48.752064,2.270501,2022-10-13
502236,48.752064,2.270501,2022-09-26
502237,48.752064,2.270501,2022-10-13
502238,48.752064,2.270501,2022-09-26
502239,48.86188,2.213465,2022-09-19
502240,48.86188,2.213465,2022-09-19
502241,48.872049,2.486793,2022-09-16
502242,48.872049,2.486793,2022-09-16
